patent_id,citation_sequence,citation_document_number,citation_date,record_name,wipo_kind,citation_category
9121110,43,2006/0292603,2006-12-01,Gouliaev et al.,A1,cited by applicant
10160333,3,2014/0060378,2014-03-01,Daigle,A1,cited by examiner
9271674,152,2013/0090454,2013-04-01,Deisseroth et al.,A1,cited by applicant
10393120,0,2007/0172367,2007-07-01,Janocko,A1,cited by examiner
10610217,193,2005/0033363,2005-02-01,Bojarski et al.,A1,cited by applicant
7716014,0,2007/0067678,2007-03-01,Hosek et al.,A1,cited by examiner
9350618,123,2003/0179821,2003-09-01,Lusky et al.,A1,cited by applicant
8270947,2,2004/0248557,2004-12-01,Muratsu,A1,cited by other
8161355,2,2007/0297236,2007-12-01,Tokiwa,A1,cited by examiner
9055853,9,2009/0178697,2009-07-01,Rosenzweig et al.,A1,cited by applicant
D952755,26,2014/0226111,2014-08-01,Kim,A1,cited by applicant
8506325,33,2011/0230091,2011-09-01,Krenceski et al.,A1,cited by applicant
10867161,2,2008/0181506,2008-07-01,Nishizawa,A1,cited by examiner
11030981,18,2004/0046709,2004-03-01,Yoshino,A1,cited by applicant
10219164,23,2016/0007368,2016-01-01,Moon,A1,cited by applicant
7744639,217,2003/0088294,2003-05-01,Gesotti,A1,cited by other
9367808,271,2012/0072852,2012-03-01,Svendsen et al.,A1,cited by applicant
9524368,180,2002/0046123,2002-04-01,Nicolini,A1,cited by applicant
7386567,12,2002/0184401,2002-12-01,Kadel et al.,A1,cited by other
9248751,3,2009/0316457,2009-12-01,Friebe,A1,cited by examiner
10068915,0,2013/0095654,2013-04-01,Kwon et al.,A1,cited by applicant
11039074,66,2020/0128191,2020-04-01,Sun et al.,A1,cited by applicant
10592832,3,2010/0067679,2010-03-01,Lei,A1,cited by examiner
7636124,2,2002/0019216,2002-02-01,Horiguchi,A1,cited by other
9696812,6,2011/0102570,2011-05-01,Wilf,A1,cited by examiner
9592492,99,2007/0163385,2007-07-01,Takahashi et al.,A1,cited by applicant
9107012,28,2010/0135478,2010-06-01,Wald et al.,A1,cited by applicant
10572678,20,2016/0104005,2016-04-01,Toussaint et al.,A1,cited by applicant
8792407,1,2012/0082079,2012-04-01,Luo et al.,A1,cited by applicant
10410064,616,2014/0282278,2014-09-01,Anderson et al.,A1,cited by applicant
11321857,525,2021/0058351,2021-02-01,Viklund et al.,A1,cited by applicant
9225609,352,2005/0208950,2005-09-01,Hasse,A1,cited by applicant
9519640,22,2011/0221656,2011-09-01,Haddick et al.,A1,cited by applicant
7859187,12,2001/0044259,2001-11-01,Akedo,A1,cited by examiner
9795328,95,2005/0010269,2005-01-01,Lebel et al.,A1,cited by applicant
11228055,15,2011/0165471,2011-07-01,Skotheim et al.,A9,cited by applicant
7883773,9,2006/0073980,2006-04-01,Brannon et al.,A1,cited by other
10149683,954,2016/0000442,2016-01-01,"Shelton, IV",A1,cited by applicant
10017519,2,2010/0286186,2010-11-01,Franklin et al.,A1,cited by applicant
9311305,24,2005/0149475,2005-07-01,Chkodrov et al.,A1,cited by applicant
11188076,4,2017/0247054,2017-08-01,Lee,A1,cited by examiner
10902327,243,2010/0199332,2010-08-01,Bachmann et al.,A1,cited by applicant
7858330,2,2005/0266008,2005-12-01,Graziano et al.,A1,cited by other
8804440,24,2003/0183403,2003-10-01,Kluge,A1,cited by applicant
10828154,242,2005/0283231,2005-12-01,Haug et al.,A1,cited by applicant
11135150,39,2006/0093571,2006-05-01,Glinski,A1,cited by applicant
10491534,136,2003/0233455,2003-12-01,Leber et al.,A1,cited by applicant
9898675,41,2008/0126937,2008-05-01,Pachet,A1,cited by applicant
9357931,0,2007/0260137,2007-11-01,Sato et al.,A1,cited by applicant
8323950,31,2004/0152159,2004-08-01,Causey et al.,A1,cited by other
7901858,0,2003/0017407,2003-01-01,Nakamura et al.,A1,cited by other
10783488,40,2002/0178074,2002-11-01,Bloom,A1,cited by applicant
8387052,44,2006/0225077,2006-10-01,Anderson,A1,cited by examiner
9385169,46,2004/0150592,2004-08-01,Mizukoshi et al.,A1,cited by applicant
8702624,354,2006/0030788,2006-02-01,Wong,A1,cited by applicant
9968376,666,2013/0085590,2013-04-01,Bryan et al.,A1,cited by applicant
10652661,19,2007/0291974,2007-12-01,Eisenbraun,A1,cited by applicant
9295812,8,2010/0249656,2010-09-01,Wright et al.,A1,cited by applicant
8017649,18,2005/0080021,2005-04-01,Tucker et al.,A1,cited by other
11116182,2,2012/0221250,2012-08-01,Cottle,A1,cited by applicant
10642560,79,2015/0169916,2015-06-01,Hill et al.,A1,cited by applicant
10242373,36,2009/0024402,2009-01-01,Delingat et al.,A1,cited by applicant
9325676,14,2006/0123226,2006-06-01,Kumar et al.,A1,cited by examiner
9448758,1,2009/0086027,2009-04-01,Chaykin,A1,cited by examiner
11061929,113,2014/0164318,2014-06-01,Tsai et al.,A1,cited by applicant
9706061,2,2002/0022472,2002-02-01,Watler et al.,A1,cited by applicant
11404983,0,2004/0249596,2004-12-01,Ho,A1,cited by examiner
10405776,1,2003/0120150,2003-06-01,Govari,A1,cited by applicant
9723336,23,2009/0320060,2009-12-01,Barrett,A1,cited by applicant
8560307,11,2009/0089054,2009-04-01,Choy et al.,A1,cited by applicant
10819035,906,2019/0305413,2019-10-01,Henry et al.,A1,cited by applicant
9037607,6,2012/0259753,2012-10-01,Orad,A1,cited by applicant
8264576,58,2006/0039690,2006-02-01,Steinberg et al.,A1,cited by other
10693192,3,2011/0151295,2011-06-01,Kim,A1,cited by examiner
7897360,20,2005/0136550,2005-06-01,Yang et al.,A1,cited by other
11307925,6,2019/0147342,2019-05-01,Goulding,A1,cited by examiner
9144426,24,2004/0225181,2004-11-01,Chu et al.,A1,cited by applicant
9714024,5,2016/0107527,2016-04-01,Amano,A1,cited by examiner
10519169,56,2012/0129837,2012-05-01,Cholody et al.,A1,cited by applicant
8460240,4,2002/0087165,2002-07-01,Lee et al.,A1,cited by applicant
8353804,0,2008/0011529,2008-01-01,Hoher et al.,A1,cited by examiner
8924350,3,2008/0098045,2008-04-01,Radhakrishnan et al.,A1,cited by applicant
9991681,2,2009/0194051,2009-08-01,Smith et al.,A1,cited by applicant
D869655,1148,2018/0368822,2018-12-01,"Shelton, IV et al.",A1,cited by applicant
10365136,14,2009/0266533,2009-10-01,Baajiens,A1,cited by examiner
11234703,83,2013/0306707,2013-11-01,Viola et al.,A1,cited by applicant
10182246,65,2009/0003441,2009-01-01,Sekiguchi et al.,A1,cited by applicant
8706170,9,2008/0055194,2008-03-01,Baudino et al.,A1,cited by examiner
9301759,772,2015/0173744,2015-06-01,"Shelton, IV et al.",A1,cited by applicant
11239712,16,2018/0054097,2018-02-01,Dlala,A1,cited by examiner
7472766,2,2004/0147366,2004-07-01,Aoki et al.,A1,cited by examiner
10141611,3,2015/0171398,2015-06-01,Roumi,A1,cited by examiner
8114119,36,2004/0199052,2004-10-01,Banik et al.,A1,cited by other
8166532,37,2009/0061863,2009-03-01,Huggett et al.,A1,cited by examiner
8117017,9,2007/0083851,2007-04-01,Huang et al.,A1,cited by other
7762395,1,2004/0243277,2004-12-01,Bonnain et al.,A1,cited by other
11250534,46,2016/0267620,2016-09-01,Calhoon,A1,cited by applicant
11090103,178,2011/0313415,2011-12-01,Fernandez et al.,A1,cited by applicant
10892319,28,2020/0020765,2020-01-01,Mori et al.,A1,cited by applicant
9365487,43,2007/0208206,2007-09-01,Obrecht et al.,A1,cited by applicant
8283353,5,2005/0288272,2005-12-01,Ziegler et al.,A1,cited by other
9742863,16,2011/0055471,2011-03-01,Thatcher,A1,cited by applicant
9525573,0,2013/0278296,2013-10-01,Amirkhany et al.,A1,cited by applicant
9387078,195,2006/0247680,2006-11-01,Amplatz et al.,A1,cited by applicant
8112161,6,2001/0027342,2001-10-01,Dormer,A1,cited by examiner
10780789,6,2013/0271064,2013-10-01,Ueno,A1,cited by examiner
10821010,136,2017/0071737,2017-03-01,Kelley,A1,cited by applicant
11033704,15,2008/0060649,2008-03-01,Veliss,A1,cited by examiner
10575168,0,2014/0235210,2014-08-01,Park et al.,A1,cited by applicant
7362349,7,2005/0188016,2005-08-01,Vdaygiri et al.,A1,cited by other
11219631,117,2005/0164993,2005-07-01,Ashley,A1,cited by applicant
9907513,46,2003/0181892,2003-09-01,Pajunk et al.,A1,cited by applicant
10636109,3,2014/0100930,2014-04-01,Lopez,A1,cited by examiner
10948731,2,2006/0055883,2006-03-01,Morris et al.,A1,cited by applicant
11036556,103,2015/0178116,2015-06-01,Jorgensen et al.,A1,cited by applicant
11232963,1459,2011/0143461,2011-06-01,Fish et al.,A1,cited by applicant
RE46523,18,2006/0153238,2006-07-01,Bar-On,A1,cited by examiner
9000040,86,2004/0256264,2004-12-01,Israelsson et al.,A1,cited by applicant
10741923,163,2018/0159238,2018-06-01,Wolniansky,A1,cited by applicant
10193025,23,2007/0035340,2007-02-01,Kimura,A1,cited by applicant
10953322,80,2018/0192144,2018-07-01,McElroy,A1,cited by applicant
10195826,0,2002/0014717,2002-02-01,Kling et al.,A1,cited by applicant
8877727,13,2012/0309813,2012-12-01,Whyard et al.,A1,cited by applicant
8218495,5,2009/0022098,2009-01-01,Novak et al.,A1,cited by examiner
10758230,352,2008/0269596,2008-10-01,Revie et al.,A1,cited by applicant
8688949,6,2006/0156059,2006-07-01,Kitamura,A1,cited by applicant
7240593,0,2003/0185638,2003-10-01,Sjoo et al.,A1,cited by examiner
11181746,12,2004/0218243,2004-11-01,Yamazaki,A1,cited by applicant
10468530,8,2016/0155818,2016-06-01,Cheng,A1,cited by examiner
9827040,458,2015/0018819,2015-01-01,Sutermeister,A1,cited by applicant
9105473,8,2010/0295042,2010-11-01,Yano et al.,A1,cited by examiner
8020743,181,2008/0169330,2008-07-01,Shelton et al.,A1,cited by other
7320265,0,2004/0211285,2004-10-01,Hunter,A1,cited by examiner
10840691,4,2013/0338945,2013-12-01,Feng,A1,cited by examiner
11339076,76,2010/0162759,2010-07-01,Duran et al.,A1,cited by applicant
9054946,3,2002/0112232,2002-08-01,Ream et al.,A1,cited by applicant
11362986,679,2011/0078000,2011-03-01,Ma et al.,A1,cited by applicant
8928998,0,2013/0258492,2013-10-01,Asami,A1,cited by examiner
11024892,62,2010/0030592,2010-02-01,Evans et al.,A1,cited by applicant
10600673,654,2008/0067146,2008-03-01,Onishi et al.,A1,cited by applicant
10845445,1,2018/0017652,2018-01-01,Ye,A1,cited by examiner
9860543,5,2008/0112483,2008-05-01,Lu et al.,A1,cited by applicant
9363086,244,2012/0137367,2012-05-01,Dupont,A1,cited by applicant
9962676,8,2009/0181411,2009-07-01,Battrell et al.,A1,cited by examiner
10253318,3,2005/0130922,2005-06-01,Altaba et al.,A1,cited by applicant
10458167,6,2011/0298349,2011-12-01,Sutterlutti,A1,cited by examiner
10957541,14,2012/0156100,2012-06-01,Tsai,A1,cited by applicant
9448172,198,2005/0084923,2005-04-01,Mueller et al.,A1,cited by applicant
7876815,0,2004/0028144,2004-02-01,Golo,A1,cited by examiner
10264075,65,2016/0156513,2016-06-01,Zhang,A1,cited by examiner
10926074,134,2006/0094947,2006-05-01,Kovatchev et al.,A1,cited by applicant
10712541,9,2015/0146307,2015-05-01,Kubota et al.,A1,cited by applicant
9163515,0,2004/0265118,2004-12-01,Naik et al.,A1,cited by applicant
11160580,3,2003/0040753,2003-02-01,Daum et al.,A1,cited by applicant
10485113,158,2015/0192371,2015-07-01,Hancock,A1,cited by applicant
9619792,202,2015/0058146,2015-02-01,Gaddam et al.,A1,cited by applicant
8608049,58,2006/0018948,2006-01-01,Guire,A1,cited by applicant
11075339,4,2010/0038661,2010-02-01,Nakagawa,A1,cited by applicant
10842072,4,2016/0234996,2016-08-01,Sander et al.,A1,cited by applicant
9971379,4,2003/0076302,2003-04-01,Langstraat,A1,cited by examiner
7707472,3,2002/0131307,2002-09-01,Murai et al.,A1,cited by examiner
9940721,278,2014/0110485,2014-04-01,Toa et al.,A1,cited by applicant
9553755,54,2004/0179516,2004-09-01,Neyman,A1,cited by applicant
10801914,7,2017/0030863,2017-02-01,Holmes et al.,A1,cited by applicant
9820073,19,2006/0088175,2006-04-01,Eid et al.,A1,cited by applicant
8428755,8,2007/0262741,2007-11-01,Singhal et al.,A1,cited by applicant
8993386,7,2006/0113549,2006-06-01,Den et al.,A1,cited by applicant
7477153,1,2005/0030188,2005-02-01,Flanagan et al.,A1,cited by examiner
9996235,4,2012/0194559,2012-08-01,Lim,A1,cited by applicant
9860290,11,2007/0220562,2007-09-01,Janssen et al.,A1,cited by applicant
10042766,7,2003/0131202,2003-07-01,Khare,A1,cited by applicant
9153823,6,2005/0282061,2005-12-01,Campbell,A1,cited by applicant
D739664,3,2008/0189851,2008-08-01,Griepentrog,A1,cited by applicant
10028535,14,2015/0320116,2015-11-01,Bleloch et al.,A1,cited by applicant
10923548,3,2020/0258913,2020-08-01,Park,A1,cited by examiner
9049103,19,2011/0176598,2011-07-01,Kohout et al.,A1,cited by applicant
10544456,24,2007/0132043,2007-06-01,Bradley et al.,A1,cited by applicant
10422924,3,2007/0282774,2007-12-01,Bouzas,A1,cited by examiner
8019694,108,2003/0208437,2003-11-01,Samuelson,A1,cited by other
9235683,6,2012/0083715,2012-04-01,Yuen et al.,A1,cited by examiner
9526525,106,2007/0050030,2007-03-01,Kim,A1,cited by applicant
9859783,0,2002/0089321,2002-07-01,Matsuda,A1,cited by examiner
8895096,9,2002/0066345,2002-06-01,Shepherd,A1,cited by applicant
9419702,8,2010/0265876,2010-10-01,Foxworthy,A1,cited by examiner
10620509,14,2013/0266303,2013-10-01,Nishio,A1,cited by applicant
7769176,19,2002/0038363,2002-03-01,MacLean,A1,cited by other
10425398,4,2013/0212659,2013-08-01,Maher et al.,A1,cited by applicant
10489990,2,2005/0251604,2005-11-01,Gerig,A1,cited by examiner
10997917,39,2013/0020795,2013-08-01,Lin et al.,A1,cited by applicant
10200319,21,2014/0164361,2014-06-01,Chung et al.,A1,cited by applicant
10282871,4,2003/0179853,2003-09-01,Amemiya et al.,A1,cited by applicant
7972373,70,2005/0187615,2005-08-01,Williams et al.,A1,cited by other
11268243,33,2010/0309544,2010-12-01,Nomura et al.,A1,cited by applicant
9651787,10,2003/0030912,2003-02-01,Gleckman et al.,A1,cited by applicant
10706336,0,2017/0309136,2017-10-01,Schoner,A1,cited by examiner
10672780,6,2018/0130812,2018-05-01,Hosoda et al.,A1,cited by applicant
10728860,3,2014/0023010,2014-01-01,Loehr,A1,cited by applicant
11007707,9,2016/0200047,2016-07-01,Mark et al.,A1,cited by applicant
D862949,8,2015/0069000,2015-03-01,Rosen,A1,cited by examiner
11244072,164,2014/0040161,2014-02-01,Berlin,A1,cited by applicant
8608276,0,2009/0295874,2009-12-01,Toge et al.,A1,cited by applicant
10881292,9,2009/0079937,2009-03-01,Chen,A1,cited by examiner
10353800,110,2014/0317261,2014-10-01,Shatzkamer et al.,A1,cited by applicant
10918315,561,2009/0124879,2009-05-01,Brister et al.,A1,cited by applicant
10419371,6,2009/0287779,2009-11-01,Haynes et al.,A1,cited by applicant
7984158,3,2005/0259819,2005-11-01,Oomen et al.,A1,cited by examiner
10702744,5,2012/0239173,2012-09-01,Laikari,A1,cited by examiner
8330381,166,2007/0127234,2007-06-01,"Jervey, III",A1,cited by other
10048488,0,2008/0050064,2008-02-01,Sakai et al.,A1,cited by applicant
9584714,0,2012/0026325,2012-02-01,Bunker,A1,cited by examiner
9790876,2,2008/0216475,2008-09-01,Kasper,A1,cited by examiner
11221675,172,2009/0085878,2009-04-01,Heubel et al.,A1,cited by applicant
8956304,66,2007/0191901,2007-08-01,Schecter,A1,cited by applicant
10664487,10,2002/0082892,2002-06-01,Raffel et al.,A1,cited by applicant
9376733,0,2011/0081284,2011-04-01,Weaver,A1,cited by examiner
10555924,68,2008/0089876,2008-04-01,Cavazza,A1,cited by applicant
9536199,44,2013/0263289,2013-10-01,Vijayan et al.,A1,cited by applicant
7779270,28,2002/0023214,2002-02-01,Shear et al.,A1,cited by other
9185711,3,2011/0103292,2011-05-01,Pasad et al.,A1,cited by applicant
10101822,1273,2010/0088100,2010-04-01,Lindahl,A1,cited by applicant
10157945,12,2006/0284215,2006-12-01,Maeda et al.,A1,cited by applicant
8901558,39,2013/0140557,2013-06-01,Miyairi et al.,A1,cited by examiner
9668845,8,2003/0036797,2003-02-01,Malaviya,A1,cited by examiner
9066040,41,2010/0013997,2010-01-01,Whang,A1,cited by applicant
10166029,2,2009/0143783,2009-06-01,Dower,A1,cited by applicant
10438595,1245,2013/0197911,2013-08-01,Wei et al.,A1,cited by applicant
10066725,9,2010/0307274,2010-12-01,Akiyama,A1,cited by applicant
11020031,689,2009/0299276,2009-12-01,Brauker et al.,A1,cited by applicant
7801956,1,2006/0136419,2006-06-01,Brydon et al.,A1,cited by other
10702405,59,2016/0250052,2016-09-01,Kaspar,A1,cited by applicant
10610708,58,2017/0052000,2017-02-01,White et al.,A1,cited by applicant
10952896,1,2002/0013572,2002-01-01,Berlin,A1,cited by applicant
10328919,1,2013/0232967,2013-09-01,Murayama et al.,A1,cited by applicant
10174925,1,2013/0027962,2013-01-01,Takahashi,A1,cited by examiner
9367137,123,2012/0245886,2012-09-01,Zhang et al.,A1,cited by applicant
9430130,204,2008/0040692,2008-02-01,Sunday et al.,A1,cited by applicant
11366316,61,2009/0128902,2009-05-01,Niv et al.,A1,cited by applicant
7499896,11,2002/0080155,2002-06-01,Abbott et al.,A1,cited by other
11129611,189,2015/0070187,2015-03-01,Wiesner et al.,A1,cited by applicant
8692562,24,2003/0020480,2003-01-01,Maylotte et al.,A1,cited by applicant
9172004,2,2009/0200570,2009-08-01,Mori et al.,A1,cited by examiner
8868954,4,2009/0063883,2009-03-01,Mori,A1,cited by examiner
D849070,2,2008/0282738,2008-11-01,Yoshida,A1,cited by applicant
9183685,89,2010/0145700,2010-06-01,Kennewick et al.,A1,cited by applicant
10692100,14,2011/0231483,2011-09-01,Derraugh,A1,cited by examiner
9306635,435,2010/0184371,2010-07-01,Cook et al.,A1,cited by applicant
11102469,8,2017/0054969,2017-02-01,Lu,A1,cited by examiner
9989638,134,2016/0238694,2016-08-01,Kishigami,A1,cited by applicant
10485608,124,2007/0299343,2007-12-01,Waters,A1,cited by applicant
10502973,0,2006/0072913,2006-04-01,Noji,A1,cited by examiner
8611927,115,2002/0183117,2002-12-01,Takahashi et al.,A1,cited by applicant
10973255,2,2003/0018997,2003-01-01,Conkling et al.,A1,cited by applicant
9722140,3,2009/0045392,2009-02-01,Park,A1,cited by examiner
9749013,425,2013/0278464,2013-10-01,Xia et al.,A1,cited by applicant
11013005,92,2011/0135308,2011-06-01,Tarlazzi et al.,A1,cited by applicant
10874308,15,2013/0035569,2013-02-01,Heanue et al.,A1,cited by applicant
11096511,5,2006/0062940,2006-03-01,Steiger et al.,A1,cited by applicant
10021222,161,2010/0293293,2010-11-01,Beser,A1,cited by applicant
10908559,17,2004/0192332,2004-09-01,Samn,A1,cited by applicant
9736524,0,2001/0001160,2001-05-01,Shoff et al.,A1,cited by applicant
9533134,6,2008/0166509,2008-07-01,Simon et al.,A1,cited by applicant
10282305,25,2013/0246605,2013-09-01,Mahadik et al.,A1,cited by applicant
8689062,50,2009/0274247,2009-11-01,Galbraith et al.,A1,cited by applicant
9550020,6,2002/0103453,2002-08-01,Burbank et al.,A1,cited by applicant
9725717,25,2007/0213274,2007-09-01,Salonen,A1,cited by applicant
11363541,49,2017/0094689,2017-03-01,Lin,A1,cited by examiner
11259820,17,2007/0208370,2007-09-01,Hauser,A1,cited by applicant
8276594,172,2008/0296345,2008-12-01,"Shelton, IV et al.",A1,cited by other
8204650,0,2003/0047898,2003-03-01,Nagy et al.,A1,cited by other
D919026,0,2004/0200651,2004-10-01,West,A1,cited by examiner
11010121,178,2008/0147735,2008-06-01,Sloo,A1,cited by applicant
10475509,1,2013/0058153,2013-03-01,Chang et al.,A1,cited by applicant
9708104,117,2013/0064477,2013-03-01,Vogt,A1,cited by applicant
9225622,3,2005/0036447,2005-02-01,Mawhinney et al.,A1,cited by examiner
10868653,46,2017/0230985,2017-08-01,Yamada et al.,A1,cited by applicant
10008921,3,2011/0096574,2011-04-01,Huang,A1,cited by examiner
8546163,15,2005/0042787,2005-02-01,Ito et al.,A1,cited by applicant
10140456,23,2003/0204427,2003-10-01,Gune et al.,A1,cited by applicant
10825024,4,2009/0182667,2009-07-01,Parkes et al.,A1,cited by applicant
8646013,20,2011/0002381,2011-01-01,Yang et al.,A1,cited by applicant
11173564,13,2009/0034419,2009-02-01,Flammer,A1,cited by applicant
9146851,48,2006/0248324,2006-11-01,Fung,A1,cited by applicant
8895256,139,2005/0054093,2005-03-01,Haas,A1,cited by applicant
