patent_id,priority_claim_sequence,priority_claim_kind,foreign_application_id,filing_date,foreign_country_filed
6151410,1,,9-011729,1997-01-24,JP
6178109,0,,98-53936,1998-12-09,KR
5929059,0,,9101221,1991-01-19,GB
D443575,0,,12-005328,2000-03-10,JP
11362024,0,national,JP2018-103823,2018-05-30,JP
6438794,0,,2298853,2000-02-15,CA
4600930,0,,3337296,1983-10-13,DE
9889518,0,national,2006-220084,2006-08-11,JP
8604697,1,national,10-2010-0059372,2010-06-23,KR
9229304,0,national,102111919 A,2013-04-02,TW
9175230,1,national,2005 1 0004961,2005-01-31,CN
7396889,0,national,06 03594,2006-04-14,FR
D748790,0,regional,002462119,2014-05-12,EM
10202556,2,national,2004-257363,2004-09-03,JP
8698890,0,regional,06300593,2006-06-16,EP
5658934,0,,43 42 193.8,1993-12-10,DE
7214653,1,national,2004-140385,2004-05-10,JP
9001041,0,regional,10168405,2010-07-05,EP
7290840,1,national,2003-124358,2003-04-28,JP
4644010,0,,84/2238,1984-03-27,ZA
11267370,0,national,201810870008.1,2018-08-02,CN
6903532,0,national,509552,2001-01-26,NZ
10078704,0,national,2012 1 0184612,2012-06-06,CN
4963097,0,,58-136549,1983-07-25,JP
5050454,0,,2-37160,1990-02-20,JP
6829773,0,,11-195294,1999-07-09,JP
4149255,0,,2620137,1976-05-07,DE
11435435,0,national,10-2018-0035462,2018-03-27,KR
6310775,2,,12-002700,2000-01-11,JP
D540642,0,regional,000293121,2005-02-10,EM
7500773,0,national,2006-048363,2006-02-24,JP
4539181,0,,3242304,1982-11-16,DE
8685137,0,national,0950795,2009-10-26,SE
10037837,0,national,2014-001739,2014-01-08,JP
5433496,0,,43 11 785.6,1993-04-09,DE
7101019,0,national,2003-024042,2003-01-31,JP
11153703,0,national,108148594,2019-12-31,TW
5664545,0,,6-299839,1994-12-02,JP
8750518,0,national,10 2007 048 518,2007-10-10,DE
10670384,0,national,2016-021212,2016-02-05,JP
9829405,0,national,20145044,2014-01-17,FI
9407786,0,national,2012-169009,2012-07-30,JP
4534975,3,,58-119426,1983-06-30,JP
D565657,0,national,2005-034734,2005-11-25,JP
8739951,1,national,2011-214711,2011-09-29,JP
9231620,0,national,2012 1 0227510,2012-07-03,CN
9895832,0,national,2012-080547,2012-03-30,JP
6182819,0,,298 10 695  U,1988-06-15,DE
7354500,0,national,2003-296332,2003-08-20,JP
10472501,0,national,2015-190187,2015-09-28,JP
10660532,0,national,10-2016-0139408,2016-10-25,KR
7601184,0,national,102 07 258,2002-02-21,DE
5792009,0,,8-053917,1996-02-16,JP
9398761,0,national,1204816.1,2012-03-19,GB
7172246,0,national,2005-010932 U,2005-12-26,JP
8475362,0,national,10-2009-0058063,2009-06-29,KR
D377493,6,,7-26715,1995-09-11,JP
8173897,1,national,2005-072053,2005-03-14,JP
9358920,1,national,2013-029269,2013-02-18,JP
5631531,0,,3-234635,1991-09-13,JP
5743978,0,,44 41 220.7,1994-11-19,DE
9593715,0,national,2012-287380,2012-12-28,JP
5965287,2,,9-212506,1997-07-23,JP
10292260,0,national,2014-001046,2014-01-07,JP
10721650,0,national,10-2017-0072555,2017-06-09,KR
4611095,0,,414136,1982-10-25,CA
4435092,0,,55-102114,1980-07-25,JP
5517913,0,,4-348487,1992-12-28,JP
4979523,0,,3727916,1987-08-21,DE
6323690,0,,9-327536,1997-11-28,JP
6233379,0,,97-24796,1997-06-06,KR
6107639,2,,10-156697,1998-05-20,JP
5763143,0,,6-327512,1994-12-28,JP
6733405,0,,2001/9435,2001-11-15,ZA
7565224,0,national,2271448,1999-05-12,CA
4206830,0,,52-157102[U],1977-11-22,JP
9712908,0,national,2013 70645,2013-11-05,DK
10442167,1,national,10-2013-0157766,2013-12-18,KR
7586753,0,national,2007 1 0074781,2007-06-08,CN
6307351,0,,11-318312,1999-11-09,JP
10299147,0,national,10 2013 015 167,2013-09-11,DE
4965813,0,,1-193237,1989-07-25,JP
8355642,1,national,2008-227989,2008-09-05,JP
6533572,0,,11-269326,1999-09-22,JP
11419032,0,national,10-2017-0097743,2017-08-01,KR
8338929,0,national,96146571 A,2007-12-06,TW
4835868,0,,61-194299[U],1986-12-17,JP
8165763,0,national,10 2006 017 712,2006-04-15,DE
8155879,0,national,2008-053398,2008-03-04,JP
8162403,0,national,2006-099529,2006-03-31,JP
6658812,0,,9917711,1999-07-29,GB
D268999,0,,55-39432,1980-09-23,JP
D750438,0,regional,001 951 682,2011-11-23,EM
7825590,0,national,10-2006-0059352,2006-06-29,KR
10414868,0,national,2012 1 0082313,2012-03-26,CN
8053602,0,national,07 00788,2007-02-05,FR
8770062,1,national,2007-024291,2007-02-02,JP
9402318,0,national,2013-173085,2013-08-23,JP
11281079,0,national,201710346632.7,2017-05-17,CN
5969881,0,,8-318112,1996-11-28,JP
9194663,0,national,10 2010 013 641,2010-04-01,DE
5656616,0,,59-81538,1984-04-23,JP
7875892,0,national,2008-088856,2008-03-28,JP
4714296,0,,59-245455,1984-11-20,JP
5202823,0,,"2,82683",1990-03-29,JP
9399212,0,national,10-2013-0019105,2013-02-22,KR
9129736,0,national,2012 1 0057664,2012-03-06,CN
9038429,0,national,2008 1 0205181,2008-12-31,CN
6074741,0,,9-074908,1997-03-27,JP
10871656,0,national,2016-186600,2016-09-26,JP
3933093,0,,6805845,1968-04-25,NL
7631519,0,national,2005-170419,2005-06-10,JP
10820113,0,national,2018 1 0881123,2018-08-04,CN
10315464,0,national,a 2013/09219,2013-07-30,TR
4397093,0,,54032/76,1976-12-24,GB
4416796,0,,2854975,1978-12-20,DE
5367370,0,,4-151955,1992-06-11,JP
5013583,2,,60-93721,1985-05-02,JP
11411768,0,regional,18167408,2018-04-15,EP
9986535,0,national,1287/CHE/2012,2012-03-31,IN
5062063,1,,63-140245[U],1988-10-27,JP
9447302,0,national,0915389.1,2009-09-03,GB
5928366,0,,8-253135,1996-09-25,JP
6857872,0,national,90794,2001-06-26,LU
8863805,0,national,10 2009 009 186,2009-02-16,DE
5892998,1,,4-185489,1992-07-13,JP
4918647,0,,8608369,1986-04-05,GB
10183622,0,national,2014-143464,2014-07-11,JP
5463495,0,,43 39 397.7,1993-11-18,DE
7398282,0,national,2000-181687,2000-06-16,JP
7233689,0,national,01 11441,2001-09-04,FR
D706326,1,national,2011-020419,2011-09-07,JP
10796757,0,national,2019-043401,2019-03-11,JP
8333050,0,national,BO2008A0746,2008-12-12,IT
D443886,0,,10-36772,1998-12-18,JP
D931488,0,national,CA 186348,2019-03-05,CA
7379217,0,national,2002-126162,2002-04-26,JP
10730434,0,national,2016-146001,2016-07-26,JP
4132882,0,,50-82450,1975-07-04,JP
D689444,0,national,2012 3 0541276,2012-11-08,CN
8895231,0,national,2010-197526,2010-09-03,JP
3990828,0,,2357993,1973-11-21,DT
9973047,0,national,2014/0687,2014-09-12,BE
11152892,0,national,201911314804.8,2019-12-17,CN
10870727,0,national,2005-125318,2005-04-22,JP
9399725,1,national,10-2009-0059142,2009-06-30,KR
7191708,1,national,2004900098,2004-01-09,AU
8575564,1,national,2010-284520,2010-12-21,JP
10036102,0,national,2016 1 0114580,2016-03-01,CN
D656485,0,national,30-2010-0053524,2010-12-09,KR
5091546,0,,3934824,1989-10-10,DE
6963686,0,national,10-2003-0033754,2003-05-27,KR
6061011,0,,9-259403,1997-09-09,JP
4211621,0,,24404/77,1977-06-10,GB
5230205,0,,90 15130,1990-12-03,FR
6091460,3,,6-241311,1994-10-05,JP
D908515,0,regional,005822723,2018-11-12,EM
9823014,0,national,1106611.5,2011-04-19,GB
D539869,0,national,PA/f/2004/000890,2004-06-14,MX
5735794,0,,7-092913,1995-04-19,JP
4790221,1,,61-27657,1986-02-10,JP
4020195,0,,72.23187,1972-06-27,FR
10410335,0,national,2013-029453,2013-02-18,JP
4790372,1,,3614322,1986-04-28,DE
4023414,0,,28776/75,1975-07-08,UK
5504028,0,,60-80619,1985-04-16,JP
D564077,0,regional,000551015,2006-06-27,EM
5115167,0,,63-82276,1988-04-05,JP
4249006,2,,51-83863,1976-07-13,JP
7038184,0,national,92222287 U,2003-12-19,TW
8787448,1,national,2002-192533,2002-07-01,JP
7617924,0,national,96121925 A,2007-06-15,TW
7266203,0,national,2002-022945,2002-01-31,JP
D543082,0,regional,000332747,2005-04-28,EM
7759011,0,national,10 2005 054 885,2005-11-17,DE
10462938,0,national,2017 1 0413149,2017-06-05,CN
10248992,0,national,10 2014 011 116,2014-07-26,DE
5316956,0,,4-22954,1992-02-07,JP
11364703,0,national,102019000004661,2019-03-28,IT
6923159,0,national,2003-330286,2003-09-22,JP
4406661,0,,3021269,1980-06-06,DE
6284208,0,,964384,1996-10-15,NO
6023452,0,,8-124185,1996-05-20,JP
8971795,0,national,P2008-025453,2008-02-05,JP
5460341,0,,4-222079,1992-07-29,JP
6087408,0,,9-031842,1997-02-17,JP
9633603,0,national,2014 1 0245542,2014-06-04,CN
8575810,0,national,2011-166496,2011-07-29,JP
5423936,0,,4-306121,1992-10-19,JP
7256939,1,national,2005-062710,2005-03-07,JP
6617697,0,,100 59 765,2000-11-30,DE
9636225,0,regional,14184780,2014-09-15,EP
4773464,1,,61-145498[U],1986-09-22,JP
6765097,0,,MI99A2127,1999-10-12,IT
5353149,0,,4-248075,1992-09-17,JP
8213203,0,national,200910129471.1,2009-03-20,CN
10132666,0,national,10-2012-0068619,2012-06-26,KR
11069747,1,national,JP2014-045128,2014-03-07,JP
6927009,1,national,P. 2001-155897,2001-05-24,JP
11050438,0,national,10-2019-0017439,2019-02-14,KR
8649974,0,national,10 2007 030 226,2007-06-29,DE
10359234,0,national,10 2015 006 098,2015-05-09,DE
6700551,0,,99 04108,1999-03-25,FR
D467441,0,,2099840,2001-02-27,GB
6678289,0,,10-2002-0012963,2002-03-11,KR
4575052,9,,57-2101,1982-01-11,JP
10010027,0,national,102014010216,2014-04-28,BR
4688216,2,,59-93685,1984-05-10,JP
6672113,0,,2000-017005,2000-01-26,JP
4726157,0,,8403828,1984-07-23,SE
6165635,0,,198 48 032,1998-10-17,DE
10929445,0,national,201810879338.7,2018-08-03,CN
4765690,0,,3608567,1986-03-14,DE
8695820,2,national,1007045.6,2010-04-28,GB
4429035,0,,56-58069,1981-04-17,JP
6120158,4,,7-169965,1995-07-05,JP
5888653,1,,6-000876,1994-01-10,JP
6938718,3,national,U.63-79665,1988-06-16,JP
7920146,0,national,P2004-212509,2004-07-21,JP
9971301,0,national,2015-240057,2015-12-09,JP
11447779,0,regional,17207740,2017-12-15,EP
6710867,0,,299 16 075  U,1999-09-13,DE
9377629,0,national,10-2011-0029930,2011-03-31,KR
7729536,0,national,2004-101461,2004-03-30,JP
7261283,0,national,11-171491,1999-05-15,JP
6379061,0,,88101985 A,1999-02-09,TW
10646615,0,regional,17207235,2017-12-14,EP
6753298,0,,197 53 504,1997-12-03,DE
4901134,1,,59-251376,1984-11-28,JP
5604672,0,,6-220709,1994-09-16,JP
11296697,0,national,10-2020-0152854,2020-11-16,KR
4362374,0,,55-141101[U],1980-10-03,JP
7040607,0,national,04 07544,2004-07-07,FR
8017645,0,national,102 50 646,2002-10-30,DE
7361827,0,national,2004-268457,2004-09-15,JP
11143264,0,national,JP2017-068009,2017-03-30,JP
5212389,0,,4110729,1991-04-03,DE
5111433,0,,1-114529,1989-05-08,JP
9324517,0,national,2013 1 05914368,2013-11-22,CN
10460774,0,national,10-2016-0124551,2016-09-28,KR
4948711,0,,63-47269,1988-02-29,JP
7647003,0,national,2005-254656,2005-09-02,JP
7202365,0,national,10-2002-0054808,2002-09-11,KR
5596400,0,,6-092989,1994-04-05,JP
6370226,0,,99203084,1999-09-21,EP
6448633,2,,98-63126,1998-12-31,KR
7382020,0,national,2004-058110,2004-03-02,JP
4675182,0,,3304867,1983-02-12,DE
9895639,0,national,1315625.2,2013-09-03,GB
7906596,0,national,10 2005 018 935,2005-04-22,DE
8471919,0,national,2009-197243,2009-08-27,JP
7312450,0,national,2003-385974,2003-11-14,JP
10942521,0,national,201811161521.X,2018-09-30,CN
4817973,0,,61-128334[U],1986-08-23,JP
8962238,0,national,2007901833,2007-04-05,AU
6419746,4,,7-320927,1995-12-11,JP
4515056,0,,58-31369,1978-03-18,JP
7164847,0,national,10-063351,1998-03-13,JP
7890109,0,national,10 2004 004 092,2004-01-27,DE
8557964,0,regional,08305631,2008-10-01,EP
D279064,9,,MR 171,1981-03-14,DE
4129650,0,,2629135,1976-06-29,DE
7382480,1,national,10-177666,1998-06-24,JP
10862674,1,international,PCT/CN2019/095299,2019-07-09,WO
5330646,0,,9000569-5,1990-02-16,SE
5518962,0,,4-317005,1992-11-26,JP
10442287,0,national,2016-222998,2016-11-16,JP
6627937,0,,2001-357406,2001-11-22,JP
10981382,0,national,JP2018-212928,2018-11-13,JP
10011046,0,national,2014-110503,2014-05-28,JP
8426991,0,national,2009-052745,2009-03-06,JP
5452880,0,,PL4224,1992-08-21,AU
6770688,0,,8-328754,1996-12-09,JP
11419568,0,regional,18177518,2018-06-13,EP
4715016,0,,8415759,1984-10-15,FR
10498349,0,national,106138324 A,2017-11-06,TW
6908980,0,national,P 44 06 444,1994-02-28,DE
4245751,0,,78 22344,1978-07-28,FR
8929035,0,national,P2002-092998,2002-03-28,JP
10973326,0,regional,17198337,2017-10-25,EP
11279515,0,national,2017-125123,2017-06-27,JP
10937981,0,national,JP2006-155159,2006-06-02,JP
4498661,0,,3279495,1981-04-23,SU
6989568,0,national,11-371568,1999-12-27,JP
5481317,0,,4-023313,1992-01-14,JP
9475896,0,regional,11194305,2011-12-19,EP
9948940,0,national,2013-082332,2013-04-10,JP
10075943,0,national,2013-199189,2013-09-26,JP
8928714,0,national,2010-062449,2010-03-18,JP
9375315,5,national,0900962,2009-07-10,SE
4556295,0,,57-92771,1982-05-31,JP
7483418,0,regional,04368037,2004-05-10,EP
5142393,2,,1-37570,1989-02-27,JP
7514660,0,national,2006-149572,2006-05-30,JP
10695807,0,national,10-2015-0114689,2015-08-13,KR
6038650,0,,197 04 044,1997-02-04,DE
5217252,9,,2-236637,1990-09-06,JP
D481389,0,,2102365,2001-06-07,GB
4532358,0,,4593/83,1983-08-23,CH
9459570,0,national,2013-156670,2013-07-29,JP
8619615,0,national,2009-175973,2009-07-29,JP
8410126,0,regional,09161496,2009-05-29,EP
